SKIP,
(2380.37605676260+0.00000000000000j),
(-1888.59216306790-6.07385679798978e-13j),
(1547.22801599562+9.46300239065212e-13j),
(-1114.97815507009-1.01654428541176e-12j),
(710.994399693056+7.75438262650587e-13j),
(-403.983755377031-7.13282549596586e-13j),
(206.014705471767+3.86395086206477e-13j),
(-94.9616971693814-2.35611194351378e-13j),
(39.8317354253494+7.05784520719316e-14j),
(-15.2982263186827-5.09703923349539e-14j),
(5.41072620831335+9.86648643625894e-15j),
(-1.77141079789928-4.70006073083006e-14j),
(0.539346514090268-7.23204766967386e-15j),
(-0.153371255628497+6.48449449254437e-15j),
(0.0408899332977278-3.99110240319331e-14j),
(-0.0102564890865298-5.72629451213875e-14j),
(0.00242809922368365+4.12358164123448e-14j),
(-0.000544092191847587-4.39089840575694e-15j),
(0.000115707408240519-1.24858512632348e-14j),
(-2.34088543891176e-05-1.82981097267439e-14j),
(4.51534916212514e-06+2.29939423733736e-14j),
(-8.32108679740481e-07-2.21553903858177e-14j),
(1.46778868109244e-07+6.25164299512508e-14j),
(-2.48255813345769e-08-2.44251617342977e-14j),
(4.03274848931323e-09-1.50412155902379e-14j),
(-6.30239749277450e-10+1.56512926299158e-14j),
(9.50012291056623e-11-1.55724103066267e-14j),
(-1.39170897028862e-11+7.17706273198623e-16j),
(2.03836947321179e-12-2.35239193239358e-14j),
(-3.28227028889572e-13+3.77403961160020e-14j),
(6.76212558170519e-14-8.24568875595966e-14j),
(-2.31299354669368e-14+9.33010247354260e-14j),
(-1.68191198815504e-14-1.34852779551601e-13j),
(2.35619358225636e-14+9.49740735575874e-14j),
(-4.65285768897969e-14-1.34538432318191e-13j),
(4.20441100283577e-14+1.10326965778755e-13j),
(-1.01313056014506e-14-6.88638997070842e-14j),
(-9.56271717026045e-14+4.64641943341878e-14j),
(8.52651282912120e-14-2.12442592449327e-14j),
(-1.88589922601436e-13+7.36112186410411e-14j),
(1.23818143323067e-13-6.11493849810717e-14j),
(-9.88875288891657e-14+7.66390798399247e-14j),
(7.49502863202009e-14-6.82819549748278e-14j),
(-5.19836452529676e-14+7.48511848626108e-14j),
(5.94516840271564e-14-7.00730378387229e-14j),
(-7.98987612182778e-14+7.07353363608313e-14j),
(9.22508597289706e-14-6.87095137719275e-14j),
(-8.83286499497871e-14+6.51264453908553e-14j),
(7.01036451111747e-14-6.01881445066062e-14j),
(-4.57498622319363e-14+2.26860197466621e-14j),
