(),
(-0.0801569447981139+0.00000000000000j),
(0.0343216604288587+2.16514562696344e-17j),
(0.0316836384573982+3.92257997690938e-17j),
(0.0280287785387193+4.87665430480430e-17j),
(0.0246191047756934+5.61714164112698e-17j),
(0.0234467627578072+8.03475496163538e-17j),
(0.0271822858978564+1.18698926200971e-16j),
(0.0384393807618102+1.33790717271836e-16j),
(0.0568645788891029+2.81467813793422e-16j),
(0.0674385108018097+2.76893753837925e-16j),
(0.0339981515824281+3.67631049155537e-16j),
(0.00437385533470673+1.14219762102438e-16j),
(6.07496918958075e-05+1.17111053196093e-17j),
(-4.64813269915256e-05-6.57321821128087e-18j),
(-8.31410015837415e-06+7.95203672392873e-18j),
(-1.42075925324058e-06-7.45644969025712e-18j),
(-3.02034888301688e-07-5.07441858366689e-18j),
(-4.76186566438657e-08-3.92673020952249e-19j),
(-2.85967931027752e-09+3.15752546574875e-19j),
(6.20070209214998e-10+4.84991373597135e-19j),
(1.99386270384174e-10+1.01568144933872e-18j),
(2.93086292759568e-11+7.80376327473511e-19j),
(2.64570171905543e-12+1.12686744748813e-18j),
(1.26648017607535e-13+1.24605160511990e-19j),
(-3.47079689066400e-15+1.29452852816266e-20j),
(-1.53218059695992e-15+3.80499724109817e-20j),
(-2.31192568114934e-16+3.78966200960329e-20j),
(-2.94950015451448e-17+1.52106075875559e-21j),
(-3.39564078779241e-18+3.91875864365974e-20j),
(-3.48770629799723e-19+4.01025526812272e-20j),
(-3.01897315254188e-20+3.68131479897937e-20j),
(7.30842040684616e-23-2.94805476304774e-22j),
(-3.62867439997659e-21-2.90940805059705e-20j),
(-5.73994532503796e-21-2.31367232606870e-20j),
(-8.56801673126827e-21-2.47746141089734e-20j),
(-4.65680217292814e-21-1.22198056483951e-20j),
(-5.49601328952207e-22-3.73571699350696e-21j),
(1.71447350810985e-21-8.33043884808775e-22j),
(-2.74064262419463e-22+6.82845674372183e-23j),
(-2.54764459451226e-21+9.94407437754000e-22j),
(-1.96711393634082e-21+9.71487726212037e-22j),
(-1.30804346752501e-21+1.01375014749510e-21j),
(-6.38260849105506e-22+5.81474737793499e-22j),
(-2.11401800853777e-22+3.04397178262695e-22j),
(-5.92720149476586e-23+6.98612636593493e-23j),
(4.87155711744963e-23-4.31284884030835e-23j),
(1.07976698103810e-22-8.04223050325546e-23j),
(1.01921296224854e-22-7.51485731715040e-23j),
(6.23791951104423e-23-5.35562445948883e-23j),
(2.58757639117059e-23-1.28310360694965e-23j),
(1.16064312674314e-23+4.73834370367741e-24j),
(3.80615521915081e-24+4.84796354880857e-24j),
(-4.34097594002102e-24-5.35963938030496e-24j),
(-1.14146711304039e-23-1.79671274466371e-23j),
(-9.03403545415299e-24-1.61055878915278e-23j),
(-4.45682611984776e-24-1.07228592610905e-23j),
(-4.15189101566543e-24-2.72982694772578e-24j),
(-1.01765631528121e-24-3.02863988347706e-25j),
(-3.06833573032422e-26+5.07231101758439e-25j),
(-2.65842732302513e-25-7.92625074622216e-25j),
(-4.91014539158734e-25-1.16011670062995e-24j),
(-2.64287910336337e-25-1.06888631194540e-24j),
(-1.12617240435203e-25-4.92622150334098e-25j),
(-5.00224607394484e-26-5.91103188211660e-26j),
(1.11811515788385e-27+2.24493148893060e-26j),
(-7.23488369887418e-28+9.06127564912997e-27j),
(3.76826478719316e-27-1.47785955858424e-26j),
(1.07944535042704e-26-3.09641312327600e-26j),
(6.97508468311572e-27-2.51087678382444e-26j),
(5.77905959254866e-27-2.01446076397840e-26j),
(-1.13053918556639e-27-8.86909004097811e-27j),
(-2.24215376973444e-28-5.22635363350956e-27j),
(-2.77857120519426e-28-1.20760329628620e-28j),
(5.37878785669377e-28+5.14889237813958e-28j),
(8.48312982189402e-28-7.52206354509927e-28j),
(8.02754174965948e-28+9.58200321552744e-28j),
(2.15170944999968e-27+2.16379227029778e-27j),
(4.86140808107829e-28+1.21472440224109e-27j),
(1.95009916193805e-28+3.36932186473181e-28j),
(-1.87216432730589e-30+9.47002236332247e-30j),
(-9.05499440762594e-29-1.41831990854160e-28j),
(7.28750453542178e-30-1.21260937582406e-28j),
(7.43732570027969e-29-1.02732935316428e-29j),
(2.15575749442623e-29-9.04282001927859e-29j),
(1.28651479996240e-29-3.51489419607015e-29j),
(5.26466034317110e-30-9.28086914744636e-30j),
(-7.16448682060119e-31-2.88292699512117e-31j),
(-5.21334920194030e-30+1.19239352003439e-30j),
(-5.84032570003841e-30-5.80145946901021e-30j),
(4.35749391845437e-30-4.37791710140432e-30j),
(4.94400674512230e-30-5.33981949977215e-30j),
(2.79120810040377e-30-4.46027364655616e-30j),
(8.20013530526616e-31-5.03253945371388e-30j),
(-3.07020695694219e-30+3.61854704609015e-30j),
(-8.44017582688590e-30+1.27039968315542e-30j),
(1.04877156561271e-30+4.52128131796687e-31j),
(-2.56116042429894e-30+2.30330052037376e-30j),
(1.94379978066268e-30+2.78465974573176e-30j),
(1.62526411253782e-30+1.71275993526912e-30j),
(8.77211615079892e-31+6.53283424517355e-31j),
(-6.18801917958317e-32-2.07695595982590e-31j),
(1.45623579802614e-31+4.37680258341995e-32j),
(3.24982621214779e-30-4.87894978011058e-32j),
(2.73365275731460e-30-7.75780618704627e-31j),
(5.99925001264568e-30-3.47265001257648e-30j),
(9.91619067561659e-30-6.43302244603400e-30j),
(4.94694254795260e-30-5.15668424862727e-30j),
(5.04036644202898e-30-4.72897853717678e-30j),
(7.82467057684525e-31-2.22242181283510e-30j),
(9.32608722038268e-30-5.65482228275195e-30j),
(2.48355901774643e-30-8.15463745466984e-30j),
(5.50618734944737e-30-6.42851134604727e-30j),
(6.29090891468782e-31-2.49380411176457e-30j),
(-1.36997643990301e-30-9.36457379547837e-31j),
(1.01804551759705e-29-1.44645240528853e-29j),
(3.87157873629792e-30-1.30152036417716e-29j),
(3.27621638967454e-30-6.13152987511659e-30j),
(7.68266427454431e-30-6.41336283000349e-30j),
(4.45195944487373e-30-3.11136523289153e-30j),
(3.99059070162253e-31+1.75333016532090e-31j),
(7.67654543481698e-32-4.31315155791984e-31j),
(1.38863979545576e-30-1.10049962656525e-30j),
(1.06265713566304e-30-1.03487931610141e-30j),
(4.65651253626911e-31-1.41424755429592e-30j),
(4.29943120041739e-31-2.49287778851237e-30j),
(-3.38552003778082e-31-1.78798728401926e-30j),
(-8.38243323280460e-31-6.93477285520827e-31j),
(1.84583984743735e-30-6.36031391220616e-31j),
(3.72076107578923e-31-3.59114809336871e-31j),
(1.24763431842374e-30+4.27819239537081e-30j),
(-1.10929625034401e-30+3.62406963708047e-30j),
(-4.29908459101253e-30+4.18511260659190e-30j),
(1.13954217451780e-30+1.05112515141349e-29j),
(-2.38929683206061e-29-1.22255845222870e-29j),
(-9.64617432796267e-31+1.41092861909926e-29j),
(-5.46643185551042e-30+5.87702333712862e-30j),
(-2.11731032371583e-30+1.63148996682001e-30j),
(9.82644762332642e-31-1.22677535783325e-30j),
(-6.02955915852376e-31+1.45924108481874e-30j),
(-8.40197557163350e-31+1.14911984237769e-30j),
(-1.35376999043274e-30-2.02078459161563e-30j),
(-3.23274307585293e-30+1.33610458940195e-30j),
(-3.19782540986561e-30-1.08063023866197e-30j),
(-2.44803141679296e-30-4.45848943178047e-30j),
(1.18323961044434e-30-7.29652505623337e-30j),
(-4.10997789633027e-30-1.37092885349077e-30j),
(-7.45465280424637e-31-3.52002951990007e-30j),
(-3.51710597652236e-31-2.01055399838558e-30j),
(-1.54202772155310e-30-1.33622425047364e-30j),
(-1.03827620470502e-31+3.04236127766691e-31j),
(-5.71486342123231e-31-4.05432508870209e-31j),
(-6.57217212060784e-31+2.21200879216061e-30j),
(-1.05245496375351e-29+6.85614827019131e-30j),
(-1.14386321033658e-30+2.25895122233950e-30j),
(3.11544324068685e-30-7.63342990411606e-31j),
